	clusters	baseline_props	mean_props_Control	mean_props_Ischaemic	p_values	comb	ctrl	ischaemic	adjusted_p_values	-log10(adjusted-p-value)	correct
163	Pericyte	0.06398482731084049	0.06585432701196203	0.0600169682121653	0.5109542311546511	['CK357', 'CK363']	CK357	CK363	0.6617596562550566	0.1792997128483893	True
164	Vsmcs	0.01498072699909394	0.00601607221488331	0.014644602168239457	0.3007479583919899	['CK357', 'CK363']	CK357	CK363	0.5708314190655809	0.2434921309475772	True
165	Adipocyte	0.0034694976536656665	0.00010910047299681473	0.0003931378271990604	0.5628153928304491	['CK357', 'CK365']	CK357	CK365	0.6748257291069631	0.17080836740454883	True
166	Cardiomyocyte	0.36812831756288944	0.606049750813364	0.009804730744320249	3.38868878313708e-10	['CK357', 'CK365']	CK357	CK365	1.640125371038347e-07	6.785122953251635	True
167	Cycling cells	0.004261866297407493	0.002555264554813314	0.031243773920193906	0.004574807588393277	['CK357', 'CK365']	CK357	CK365	0.022116807741892355	1.6552775573008218	True
168	Endothelial	0.1673282560196938	0.11000298619854354	0.1529705720585128	0.09887027620003064	['CK357', 'CK365']	CK357	CK365	0.24794411233582814	0.6056461999779119	True
169	Fibroblast	0.23072544041849374	0.12400672057083284	0.2998822063676392	0.00020549502575499675	['CK357', 'CK365']	CK357	CK365	0.0015787236899272765	2.8016938740705726	False
170	Lymphoid	0.02830986998999923	0.008930330610019552	0.0896124341035708	9.157582175927403e-05	['CK357', 'CK365']	CK357	CK365	0.0007914767452051541	3.1015618408489356	False
171	Mast	0.004215708900684668	0.0037034728674010574	0.015582706862507515	0.1136102950255905	['CK357', 'CK365']	CK357	CK365	0.2708738068590434	0.5672329886418527	True
172	Myeloid	0.10011539349180706	0.04955749025293367	0.28898453931885215	8.188941707649116e-06	['CK357', 'CK365']	CK357	CK365	0.0001132413653286335	3.9459949030731223	True
173	Neuronal	0.013831833217939841	0.010645467963463254	0.001167972411304296	0.08899012888826686	['CK357', 'CK365']	CK357	CK365	0.22708495514118857	0.6438116377556077	True
174	Pericyte	0.06410493114854988	0.06592678970230291	0.06527899327633202	0.5140155445360997	['CK357', 'CK365']	CK357	CK365	0.6617596562550566	0.1792997128483893	True
175	Vsmcs	0.015508885298869143	0.006898784340007154	0.034633471456946854	0.013715497580555631	['CK357', 'CK365']	CK357	CK365	0.053106406631911414	1.2748530834938419	True
176	Adipocyte	0.003652853987308674	0.0	0.008887560484477744	0.10917755770820659	['CK357', 'CK369']	CK357	CK369	0.26420968965385994	0.5780512590680599	True
177	Cardiomyocyte	0.37331699435680893	0.6048424690110561	0.006715263515197926	7.302086117828589e-08	['CK357', 'CK369']	CK357	CK369	4.417762101286296e-06	5.3547976748114445	True
178	Cycling cells	0.004761198573201477	0.0026121197610001487	0.0995973612355886	0.00012833231696251962	['CK357', 'CK369']	CK357	CK369	0.0010352140234976583	2.98496985347754	True
179	Endothelial	0.17065384525324112	0.10560946406681168	0.37839334504403277	0.00045973765073624955	['CK357', 'CK369']	CK357	CK369	0.003090458652171455	2.50997706254098	False
180	Fibroblast	0.22830337420679211	0.12099621633513574	0.20051885112558723	0.132508845314309	['CK357', 'CK369']	CK357	CK369	0.3025201940194602	0.5192456297437531	True
181	Lymphoid	0.027294936738500926	0.006070259552058014	0.08006939957045417	0.0055831795512478865	['CK357', 'CK369']	CK357	CK369	0.025254756100971748	1.5976568213513385	False
182	Mast	0.003824569345686432	0.0027709662346612164	0.0	0.271809945179768	['CK357', 'CK369']	CK357	CK369	0.5347805425488118	0.2718244024897246	True
183	Myeloid	0.09501322988783865	0.0441330971112851	0.12781593707557687	0.048593060074024697	['CK357', 'CK369']	CK357	CK369	0.14791849733225126	0.8299775137176382	False
184	Neuronal	0.01436945339879331	0.008427687802964982	0.024031968572856065	0.2584944299768034	['CK357', 'CK369']	CK357	CK369	0.5148613337809581	0.28830972257577886	True
185	Pericyte	0.06387030807296341	0.062437597136713985	0.04168823201396859	0.3994780546988738	['CK357', 'CK369']	CK357	CK369	0.6447456160600475	0.19061160216001818	True
186	Vsmcs	0.014939236178864961	0.005740974389925546	0.012746739432881963	0.42870834966224813	['CK357', 'CK369']	CK357	CK369	0.6576705756928047	0.1819915881241827	True
187	Adipocyte	0.0035778992402673527	9.008419590903533e-05	0.0033909640820536527	0.12331726546524044	['CK357', 'CK371']	CK357	CK371	0.2875748003112704	0.5412491731057499	True
188	Cardiomyocyte	0.36704678674198016	0.6083403643553094	0.07984753870498416	3.63052442798756e-08	['CK357', 'CK371']	CK357	CK371	2.51024831877997e-06	5.600283315115905	True
189	Cycling cells	0.006889359175408414	0.002763767480632816	0.09075498506075662	6.0395277614036465e-06	['CK357', 'CK371']	CK357	CK371	9.429456246836662e-05	4.025513350296292	True
190	Endothelial	0.1681612642925656	0.10405499413062191	0.17336052209640201	0.024657337916656814	['CK357', 'CK371']	CK357	CK371	0.0877706270774423	1.0566507988144238	True
191	Fibroblast	0.23113990347284602	0.12589597343239378	0.2932553972476174	0.0013547385183404538	['CK357', 'CK371']	CK357	CK371	0.007805874319961662	2.1075784454435147	False
192	Lymphoid	0.02705500829768122	0.009135280240073693	0.039091321862178494	0.035277065553750514	['CK357', 'CK371']	CK357	CK371	0.11939929879730943	0.9229982237037471	True
193	Mast	0.003935689164294088	0.0036391528423170027	0.004188768323183455	0.6113398031673243	['CK357', 'CK371']	CK357	CK371	0.692890906151359	0.1593351385283329	True
194	Myeloid	0.10076734519876372	0.048896990649668515	0.2563389739260664	1.6019443617665182e-05	['CK357', 'CK371']	CK357	CK371	0.00018476015068876207	3.7333916922185675	True
195	Neuronal	0.013748268144516679	0.010392978467582532	0.0020627935821376088	0.12085914224494147	['CK357', 'CK371']	CK357	CK371	0.2839603147890858	0.5467423510530004	True
196	Pericyte	0.06284922580350481	0.06480420690692197	0.030299192438282253	0.06503108560012069	['CK357', 'CK371']	CK357	CK371	0.17782511542631874	0.7500069007293835	True
197	Vsmcs	0.014829250468171922	0.00677553588243862	0.01140787795159872	0.42974490500513185	['CK357', 'CK371']	CK357	CK371	0.6576705756928047	0.1819915881241827	True
198	Adipocyte	0.0035180919248429003	0.0	0.0002805049088359046	0.680738255722667	['CK357', 'CK376']	CK357	CK376	0.7209569272861506	0.14209068091264498	True
199	Cardiomyocyte	0.37482174478554525	0.609346911455345	0.01645408242215923	1.2593942175815864e-07	['CK357', 'CK376']	CK357	CK376	6.7727422367720865e-06	5.169235452856321	True
200	Cycling cells	0.004238948176703806	0.0019520284755086353	0.07965163801222196	0.005478940960754395	['CK357', 'CK376']	CK357	CK376	0.025254756100971748	1.5976568213513385	True
201	Endothelial	0.1682415808691019	0.10776694720324097	0.21057381047043858	0.04947917262210294	['CK357', 'CK376']	CK357	CK376	0.14891217738623536	0.8270697860933444	True
202	Fibroblast	0.22956921003557268	0.11902864793988796	0.32490033875627444	0.006129540289788523	['CK357', 'CK376']	CK357	CK376	0.027211899421904186	1.5652411429074402	False
203	Lymphoid	0.026546315014182063	0.008075045521854032	0.023080054917377003	0.2923758898142302	['CK357', 'CK376']	CK357	CK376	0.5660397226803497	0.24715309048037015	True
204	Mast	0.0038550138686474543	0.0031618788819875766	0.0006920415224913495	0.5362128578083583	['CK357', 'CK376']	CK357	CK376	0.6647530442195204	0.1773396651513977	True
205	Myeloid	0.09640668829235423	0.04842858064280871	0.2697704612997745	0.00046814194228118335	['CK357', 'CK376']	CK357	CK376	0.003103845206357435	2.5080999458227105	True
206	Neuronal	0.014111544669581434	0.010715144024444673	0.004651077822433321	0.48251289200700964	['CK357', 'CK376']	CK357	CK376	0.6591010417046577	0.18104800195984685	True
207	Pericyte	0.06385846144202592	0.06455157523746129	0.03449739353816092	0.32470536511186354	['CK357', 'CK376']	CK357	CK376	0.5946920407777876	0.2257078739598086	True
208	Vsmcs	0.01483240092144234	0.005949099250019328	0.003693800545990502	0.6350644031610285	['CK357', 'CK376']	CK357	CK376	0.6985708434771314	0.15578954463773628	True
209	Adipocyte	0.003459406032339269	0.00016778523489932882	0.0	0.6669317239763313	['CK357', 'CK372']	CK357	CK372	0.712575543232524	0.1471690874318606	True
210	Cardiomyocyte	0.3736621828234313	0.6062852659959643	0.1809743075966183	2.7899518079911655e-06	['CK357', 'CK372']	CK357	CK372	5.001246944695274e-05	4.300921700927096	True
211	Cycling cells	0.004903399175302312	0.0021927716242572323	0.06108843355594617	0.0014705126656396534	['CK357', 'CK372']	CK357	CK372	0.008373272119642262	2.077104794598623	True
212	Endothelial	0.16964988957699495	0.10693859074391932	0.24408260435614282	0.005526123708872321	['CK357', 'CK372']	CK357	CK372	0.025254756100971748	1.5976568213513385	False
213	Fibroblast	0.22952541273493846	0.12120945785945372	0.26620065522084735	0.00756402458494968	['CK357', 'CK372']	CK357	CK372	0.032687391956389686	1.485619729286052	False
214	Lymphoid	0.026408858550447098	0.0088176964391827	0.01985136454542082	0.2987257828235933	['CK357', 'CK372']	CK357	CK372	0.5693442415666589	0.24462506751159804	True
215	Mast	0.0038686661209865487	0.003413882785006575	0.0021015932622252135	0.6946352873587929	['CK357', 'CK372']	CK357	CK372	0.730877128438382	0.13615562841349546	True
216	Myeloid	0.09572052941267316	0.04900633692722507	0.13588511966439454	0.017082680867489503	['CK357', 'CK372']	CK357	CK372	0.06311463770889252	1.1998699063823632	False
217	Neuronal	0.013945730567867678	0.010702255232025126	0.003116581904657318	0.2761839716911525	['CK357', 'CK372']	CK357	CK372	0.5411864060668737	0.2666531208776134	True
218	Pericyte	0.06406850859446186	0.06816295224043276	0.05871102169394107	0.480657734961622	['CK357', 'CK372']	CK357	CK372	0.6591010417046577	0.18104800195984685	True
219	Vsmcs	0.014787416410557365	0.006037246386283353	0.007606636943607974	0.5732316057165481	['CK357', 'CK372']	CK357	CK372	0.679592806215007	0.1677512269743605	True
220	Adipocyte	0.0034283527836234933	0.00013163045367351942	0.0	0.6909489518264472	['CK357', 'CK373']	CK357	CK373	0.7285823370021797	0.13752136155343544	True
221	Cardiomyocyte	0.3672469867993113	0.6076723247961516	0.03932258235648697	1.0150543510278476e-08	['CK357', 'CK373']	CK357	CK373	1.2282157647436955e-06	5.910725332538238	True
222	Cycling cells	0.007292902238377655	0.002886232414035025	0.11762188707851437	8.127577081823094e-07	['CK357', 'CK373']	CK357	CK373	2.1854151708902098e-05	4.660466046428634	True
223	Endothelial	0.16610675339582934	0.10515431793013053	0.11447624135325893	0.49804758151825923	['CK357', 'CK373']	CK357	CK373	0.6612140079480363	0.1796579543896197	True
224	Fibroblast	0.23635737516740005	0.1260061220339478	0.4655947406491738	3.2551324733374354e-06	['CK357', 'CK373']	CK357	CK373	5.626728989626138e-05	4.249744002056656	False
225	Lymphoid	0.026148842548306867	0.008240338694178884	0.013641788717110876	0.3858392952803197	['CK357', 'CK373']	CK357	CK373	0.6330380302226262	0.1985701986402953	True
226	Mast	0.003864549454754161	0.003474579276105505	0.002649359798273743	0.6587006999573625	['CK357', 'CK373']	CK357	CK373	0.7116320062039362	0.147744527416152	True
227	Myeloid	0.09853453223646451	0.04865937396166696	0.21288399718282833	2.4117868930945385e-05	['CK357', 'CK373']	CK357	CK373	0.0002652965582403992	3.576268384193692	True
228	Neuronal	0.01376697914673809	0.010542124626467095	0.0011081002346800132	0.05339135210605855	['CK357', 'CK373']	CK357	CK373	0.1556711712007972	0.8077918071341994	True
229	Pericyte	0.0626286588865506	0.06867938989419811	0.01799641749746801	0.0016480282260839265	['CK357', 'CK373']	CK357	CK373	0.009274949551449075	2.0326884439325252	False
230	Vsmcs	0.014624067342643965	0.007484991549716069	0.004812614318455321	0.5606238649671136	['CK357', 'CK373']	CK357	CK373	0.6748257291069631	0.17080836740454883	True
231	Adipocyte	0.003469183889977311	0.00018034265103697019	0.0	0.6165999756319679	['CK357', 'CK375']	CK357	CK375	0.6940334609438894	0.15861959070800297	True
232	Cardiomyocyte	0.3721861279106685	0.6092352373397909	0.08688655421892263	1.0413048141836795e-06	['CK357', 'CK375']	CK357	CK375	2.6255040576612205e-05	4.580787306183431	True
233	Cycling cells	0.00395703787450537	0.0021151206127700646	0.02715685292698241	0.03220390961004889	['CK357', 'CK375']	CK357	CK375	0.11133351608045473	0.9533740750398231	False
234	Endothelial	0.17190270797679982	0.10361192484152006	0.3547029704320079	0.0001788153015072678	['CK357', 'CK375']	CK357	CK375	0.0013959129988631875	2.8551416485402727	False
235	Fibroblast	0.22878028760153946	0.12641683844145607	0.2387839450509071	0.011253002081796375	['CK357', 'CK375']	CK357	CK375	0.0453604752432367	1.3433224039733056	False
236	Lymphoid	0.02640606487683623	0.009444671327162181	0.018728317601490494	0.2943082393839721	['CK357', 'CK375']	CK357	CK375	0.5675107086129183	0.2460259391610582	True
237	Mast	0.0038408821639034515	0.0032874178791662146	0.0012548730156203038	0.4834315491842014	['CK357', 'CK375']	CK357	CK375	0.6591010417046577	0.18104800195984685	True
238	Myeloid	0.09563486839557989	0.04707791629899177	0.13929872867719817	0.006353006569677674	['CK357', 'CK375']	CK357	CK375	0.02770139801553148	1.5574983127005315	True
239	Neuronal	0.013930941558190139	0.009929313470730596	0.001740589136960548	0.1765975940460211	['CK357', 'CK375']	CK357	CK375	0.38501457440664055	0.41452283032376186	True
240	Pericyte	0.0646909870912287	0.06728265922788162	0.0892667456986307	0.3621189736323721	['CK357', 'CK375']	CK357	CK375	0.6250512114512079	0.20408439875267576	True
241	Vsmcs	0.01520091066077112	0.0067047530508126405	0.024699551454382476	0.1176277266847088	['CK357', 'CK375']	CK357	CK375	0.27771619373365397	0.5563987956400221	True
242	Adipocyte	0.0035717657425181734	0.0	0.0007692307692307692	0.7341426353026115	['CK358', 'CK161']	CK358	CK161	0.7449162169527547	0.1278925709581116	True
243	Cardiomyocyte	0.35717657425181737	0.3603412274000509	0.18981668235399582	0.04953483586608242	['CK358', 'CK161']	CK358	CK161	0.14891217738623536	0.8270697860933444	False
244	Cycling cells	0.003508827139125783	0.0011428571428571427	0.039935314507824615	0.03740475647400258	['CK358', 'CK161']	CK358	CK161	0.12485449747184309	0.9035958090032681	False
245	Endothelial	0.17383642256978318	0.17798993798993795	0.19257715718816285	0.54114194095556	['CK358', 'CK161']	CK358	CK161	0.6647530442195204	0.1773396651513977	True
246	Fibroblast	0.24151902319287535	0.27769050468781165	0.13932709447415326	0.15897018445307404	['CK358', 'CK161']	CK358	CK161	0.35087005667906646	0.45485369298130757	True
247	Lymphoid	0.0271422727129685	0.011926825611036137	0.0976356120185521	0.05943736701895575	['CK358', 'CK161']	CK358	CK161	0.16725398626264293	0.776623522640925	True
248	Mast	0.003910060735752273	0.0027326900541052683	0.0	0.44702497043141143	['CK358', 'CK161']	CK358	CK161	0.6576705756928047	0.1819915881241827	True
249	Myeloid	0.09622525726154137	0.05259695952400447	0.25565789042800535	0.004005290181940884	['CK358', 'CK161']	CK358	CK161	0.019985159258344206	1.6992923865710265	True
250	Neuronal	0.014806306448059917	0.013975111026670149	0.010382101558572148	0.7202538606006894	['CK358', 'CK161']	CK358	CK161	0.7354490897272863	0.13344738522844338	True
251	Pericyte	0.0630959499008717	0.048991308704785026	0.02127787842562124	0.46469856333122406	['CK358', 'CK161']	CK358	CK161	0.6576705756928047	0.1819915881241827	True
252	Vsmcs	0.015207540044686408	0.008387799564270151	0.013482250148804512	0.6456664753703868	['CK358', 'CK161']	CK358	CK161	0.7047836685467123	0.15194416807815989	True
253	Adipocyte	0.003535164766710272	0.00025046963055729487	0.00022629554197782305	0.7146121522210012	['CK358', 'CK165']	CK358	CK165	0.7354490897272863	0.13344738522844338	True
254	Cardiomyocyte	0.3615367844016695	0.37061282284082664	0.6068299763388857	0.0038070027679423983	['CK358', 'CK165']	CK358	CK165	0.019193638955042926	1.716842678819908	True
255	Cycling cells	0.0034806578209680434	0.0014657943646130028	0.011667881106017602	0.15643533299868778	['CK358', 'CK165']	CK358	CK165	0.34731514298791233	0.4592762809774057	False
256	Endothelial	0.17348003488444527	0.17201958813520235	0.15554520442204717	0.5118561052177041	['CK358', 'CK165']	CK358	CK165	0.6617596562550566	0.1792997128483893	True
257	Fibroblast	0.23986949479848005	0.2798714571439243	0.0941286082986704	0.005921697125633547	['CK358', 'CK165']	CK358	CK165	0.026537976007468857	1.5761322028848035	False
258	Lymphoid	0.026498162337257835	0.010507289549523482	0.005113306634107018	0.5648552097419213	['CK358', 'CK165']	CK358	CK165	0.6748257291069631	0.17080836740454883	True
259	Mast	0.0038699931476982494	0.004013552675677283	0.0	0.1854512957987761	['CK358', 'CK165']	CK358	CK165	0.3982092725584523	0.39988863136515695	True
260	Myeloid	0.09488880583068585	0.05445408310714436	0.05160946193990975	0.6334574773511269	['CK358', 'CK165']	CK358	CK165	0.6985708434771314	0.15578954463773628	False
261	Neuronal	0.01463122157852115	0.016140201077146494	0.0020724430726005334	0.11302048403110206	['CK358', 'CK165']	CK358	CK165	0.27080155579729404	0.5673488448899996	True
262	Pericyte	0.06290880209306672	0.05275725194019873	0.03976714225586109	0.5467484637704567	['CK358', 'CK165']	CK358	CK165	0.6688930604728826	0.1746433096744673	True
263	Vsmcs	0.015300878340497103	0.009828216217754728	0.019338265954592176	0.41162478380693124	['CK358', 'CK165']	CK358	CK165	0.6447456160600475	0.19061160216001818	True
264	Adipocyte	0.0034472354227955042	0.0004314880320631572	0.0003668146574077587	0.7078725249926491	['CK358', 'CK361']	CK358	CK361	0.7311365884934422	0.13600148201929282	True
265	Cardiomyocyte	0.34916647808704837	0.3634776131243294	0.16510403011980457	4.879936220470245e-05	['CK358', 'CK361']	CK358	CK361	0.00048201818994032624	3.31693657246312	True
266	Cycling cells	0.007188655050162179	0.00200538191611189	0.08627425159826661	2.783862410152339e-06	['CK358', 'CK361']	CK358	CK361	5.001246944695274e-05	4.300921700927096	True
267	Endothelial	0.17141132986346835	0.17937502456861185	0.12352803705191359	0.047175094447976004	['CK358', 'CK361']	CK358	CK361	0.14636375456936146	0.8345664583830167	True
268	Fibroblast	0.24434638304292072	0.28632319235588155	0.2944701830914568	0.4564271960148399	['CK358', 'CK361']	CK358	CK361	0.6576705756928047	0.1819915881241827	True
269	Lymphoid	0.02722335369993211	0.012713750977501773	0.033727985756617035	0.04827089298485905	['CK358', 'CK361']	CK358	CK361	0.14786779876374545	0.830126392208959	True
270	Mast	0.0038093082899600212	0.004451364929197497	0.0008061314627175889	0.2433629380322867	['CK358', 'CK361']	CK358	CK361	0.49490614288918805	0.3054771555921163	True
271	Myeloid	0.10129742777400619	0.06083554610252911	0.22170390121763633	3.626558793932602e-05	['CK358', 'CK361']	CK358	CK361	0.0003668730759528704	3.4354841590375913	True
272	Neuronal	0.014482914686580674	0.017070565083117856	0.006923531139590534	0.15948638939957566	['CK358', 'CK361']	CK358	CK361	0.35087005667906646	0.45485369298130757	True
273	Pericyte	0.06276684015991552	0.05678018278046413	0.05207370914439575	0.5247354852072539	['CK358', 'CK361']	CK358	CK361	0.6647530442195204	0.1773396651513977	True
274	Vsmcs	0.01486007392321038	0.010125052945297874	0.007126624023829902	0.4885892279542915	['CK358', 'CK361']	CK358	CK361	0.6608592214994768	0.17989104556358826	True
275	Adipocyte	0.0035576001533448344	0.00040611180303470136	0.0022547599039560526	0.5370705250919414	['CK358', 'CK363']	CK358	CK363	0.6647530442195204	0.1773396651513977	True
276	Cardiomyocyte	0.35585968947671076	0.3585607712225535	0.28713552334795717	0.24522390582360504	['CK358', 'CK363']	CK358	CK363	0.4966040603289742	0.30398973389289363	False
277	Cycling cells	0.0038259536131876556	0.0018137732631882564	0.01888399836387669	0.08286055618373736	['CK358', 'CK363']	CK358	CK363	0.21678113077258857	0.6639785226778447	False
278	Endothelial	0.17349434540923903	0.17852740085534752	0.1665930592134991	0.5370705250919414	['CK358', 'CK363']	CK358	CK363	0.6647530442195204	0.1773396651513977	True
279	Fibroblast	0.24568909334866781	0.2898257079775623	0.36362369396199634	0.12358586459657903	['CK358', 'CK363']	CK358	CK363	0.2875748003112704	0.5412491731057499	True
280	Lymphoid	0.026574659766149127	0.011982547273895524	0.01776308899975114	0.583788915621374	['CK358', 'CK363']	CK358	CK363	0.6815331870417881	0.16651299148272425	True
281	Mast	0.003818286371477861	0.003949323422237848	0.00010684711856343415	0.18035955769547174	['CK358', 'CK363']	CK358	CK363	0.38970547287771573	0.4092634950954229	True
282	Myeloid	0.09422273337166955	0.05779320443514453	0.05223764663030961	0.6071716101009155	['CK358', 'CK363']	CK358	CK363	0.692890906151359	0.1593351385283329	False
283	Neuronal	0.014552424765190723	0.016411795121680197	0.005264319057690692	0.2609750714363258	['CK358', 'CK363']	CK358	CK363	0.5175271461884241	0.28606686494228656	True
284	Pericyte	0.06317040444700019	0.055751698106831775	0.05799996689850698	0.5660728223500558	['CK358', 'CK363']	CK358	CK363	0.6748257291069631	0.17080836740454883	True
285	Vsmcs	0.015234809277362468	0.010228535465928819	0.015208552991208223	0.5408692576075279	['CK358', 'CK363']	CK358	CK363	0.6647530442195204	0.1773396651513977	True
286	Adipocyte	0.003502815310990083	0.00038595240715646686	0.0004825153128768554	0.733303261760424	['CK358', 'CK365']	CK358	CK365	0.7449162169527547	0.1278925709581116	True
287	Cardiomyocyte	0.3482151773300251	0.3646641529085154	0.00951172057219678	9.495122545993215e-09	['CK358', 'CK365']	CK358	CK365	1.2282157647436955e-06	5.910725332538238	True
288	Cycling cells	0.0041787972131109765	0.0017723167520738367	0.033161336632711175	0.0024949173012508395	['CK358', 'CK365']	CK358	CK365	0.013417110820060071	1.872340993108313	True
289	Endothelial	0.17309745661809328	0.17647272404418923	0.15033984665126282	0.3462299895874008	['CK358', 'CK365']	CK358	CK365	0.6150855735502155	0.21106445896391107	True
290	Fibroblast	0.24369915732710612	0.28236853398594197	0.29977109730700446	0.4455028483031567	['CK358', 'CK365']	CK358	CK365	0.6576705756928047	0.1819915881241827	True
291	Lymphoid	0.02857559858965594	0.012247472719689354	0.08759726014627306	0.00039235963694957945	['CK358', 'CK365']	CK358	CK365	0.002712886632622807	2.5665683543604283	False
292	Mast	0.004263294950876088	0.004201437679724325	0.013483206780201314	0.2464590730312742	['CK358', 'CK365']	CK358	CK365	0.4970257972797363	0.30362106936429323	True
293	Myeloid	0.10098247824183253	0.06070060808217623	0.2902796284684963	3.633777691884312e-05	['CK358', 'CK365']	CK358	CK365	0.0003668730759528704	3.4354841590375913	True
294	Neuronal	0.014433749932785891	0.016911804060787364	0.0010068359794556051	0.024662820831678003	['CK358', 'CK365']	CK358	CK365	0.0877706270774423	1.0566507988144238	True
295	Pericyte	0.06328880558606863	0.056969353678467956	0.06203642232043224	0.44010644283508604	['CK358', 'CK365']	CK358	CK365	0.6576705756928047	0.1819915881241827	True
296	Vsmcs	0.015762668899455375	0.009273282601230039	0.03403680412987732	0.07224941554927998	['CK358', 'CK365']	CK358	CK365	0.19319733218702492	0.7139988749415054	True
297	Adipocyte	0.003686384537448367	0.000254786785227494	0.009888770116421027	0.08984477139648564	['CK358', 'CK369']	CK358	CK369	0.2276694730675343	0.6426951976110483	True
298	Cardiomyocyte	0.35310575948873824	0.3642635693755776	0.007703949735182953	1.8718330003297697e-07	['CK358', 'CK369']	CK358	CK369	7.983766239181269e-06	5.097792187467165	True
299	Cycling cells	0.004676174888940846	0.0014605041570151058	0.0985779006119836	3.638410670606979e-05	['CK358', 'CK369']	CK358	CK369	0.0003668730759528704	3.4354841590375913	True
300	Endothelial	0.17650222118307224	0.17663467758977186	0.3715910344483273	0.004243383372577926	['CK358', 'CK369']	CK358	CK369	0.020957117880895063	1.6786684437536015	False
301	Fibroblast	0.2414698776400904	0.28396863094489677	0.20168226294387723	0.1062371148628046	['CK358', 'CK369']	CK358	CK369	0.2610089522517636	0.5833445966967163	True
302	Lymphoid	0.02756605097030629	0.010950924237002873	0.08050321427442735	0.0046152842601882805	['CK358', 'CK369']	CK358	CK369	0.022116807741892355	1.6552775573008218	False
303	Mast	0.003873431533006001	0.0036028424530412774	0.0	0.18594069338473185	['CK358', 'CK369']	CK358	CK369	0.3982092725584523	0.39988863136515695	True
304	Myeloid	0.09590055334736186	0.06016891662459169	0.12352458473523216	0.05582765297461098	['CK358', 'CK369']	CK358	CK369	0.16083680976018877	0.7936145498273134	False
305	Neuronal	0.01497934689424051	0.015385555746289258	0.026356926114104427	0.3769141952770917	['CK358', 'CK369']	CK358	CK369	0.626895087677362	0.20280513326037686	True
306	Pericyte	0.06304263112773752	0.05131115566114933	0.04479622268318897	0.46673018360003465	['CK358', 'CK369']	CK358	CK369	0.6576705756928047	0.1819915881241827	True
307	Vsmcs	0.015197568389057751	0.008847928854877323	0.012966366516080869	0.5801247837467306	['CK358', 'CK369']	CK358	CK369	0.6815058139160621	0.16653043485367472	True
308	Adipocyte	0.003610712032412792	0.0005503057145583297	0.0033934243143775673	0.26197138598380976	['CK358', 'CK371']	CK358	CK371	0.5175271461884241	0.28606686494228656	True
309	Cardiomyocyte	0.34734289601909496	0.36468710553945893	0.08149514786141418	4.5720250266900705e-06	['CK358', 'CK371']	CK358	CK371	7.376200376393314e-05	4.132167294072118	True
310	Cycling cells	0.00680334161896726	0.002023999540246741	0.09168395512253699	1.283503418996224e-06	['CK358', 'CK371']	CK358	CK371	2.9581697847341542e-05	4.528976903206925	True
311	Endothelial	0.17386908698395323	0.17887989736340265	0.17427855675308979	0.4822748418523817	['CK358', 'CK371']	CK358	CK371	0.6591010417046577	0.18104800195984685	True
312	Fibroblast	0.24397771240488625	0.28078015727701355	0.2927971072748744	0.45447603910730444	['CK358', 'CK371']	CK358	CK371	0.6576705756928047	0.1819915881241827	True
313	Lymphoid	0.027319787462087523	0.012177011816600171	0.037457142005741434	0.031205291788048088	['CK358', 'CK371']	CK358	CK371	0.1086572750029876	0.963941190761946	True
314	Mast	0.0039831854841774796	0.004223935924927143	0.004407775779104771	0.6348250324508298	['CK358', 'CK371']	CK358	CK371	0.6985708434771314	0.15578954463773628	True
315	Myeloid	0.10162444033963497	0.0636588951221741	0.25731065205920417	1.2238015236506017e-05	['CK358', 'CK371']	CK358	CK371	0.0001600864695802409	3.795645372858703	True
316	Neuronal	0.01434402864244829	0.017365825552675948	0.002230256805021245	0.029693962437353186	['CK358', 'CK371']	CK358	CK371	0.10490421766189009	0.9792070506962123	True
317	Pericyte	0.06204343496537517	0.056682493342257056	0.030079127768532672	0.0624337703035613	['CK358', 'CK371']	CK358	CK371	0.17366634958002108	0.7602843243708454	True
318	Vsmcs	0.01508137404696206	0.010116197398574164	0.010687480545746881	0.5140942784130191	['CK358', 'CK371']	CK358	CK371	0.6617596562550566	0.1792997128483893	True
319	Adipocyte	0.0035519531830664154	0.00024266844044689838	0.00032952148811252587	0.7761310355082052	['CK358', 'CK376']	CK358	CK376	0.7777379320620524	0.10916671899074111	True
320	Cardiomyocyte	0.3545303050454947	0.35773603049320213	0.016378659482243856	2.476636600579396e-06	['CK358', 'CK376']	CK358	CK376	4.853112612923111e-05	4.313979631082476	True
321	Cycling cells	0.004154376960811159	0.0015242817526319135	0.0849842841747982	0.0010594187656310528	['CK358', 'CK376']	CK358	CK376	0.006253154665432068	2.2039008293533975	True
322	Endothelial	0.17411611913908165	0.1690096964858251	0.21612874436890764	0.41603739373741533	['CK358', 'CK376']	CK358	CK376	0.6474665548839518	0.1887826603038344	True
323	Fibroblast	0.24278460611655728	0.28422231925742103	0.3234573707917924	0.4661623924099656	['CK358', 'CK376']	CK358	CK376	0.6576705756928047	0.1819915881241827	True
324	Lymphoid	0.026819593637779013	0.009948630929991157	0.02503746573873023	0.39828560695849957	['CK358', 'CK376']	CK358	CK376	0.6447456160600475	0.19061160216001818	True
325	Mast	0.003904019027202954	0.003661994261645735	0.0008781763649917808	0.5886366398185505	['CK358', 'CK376']	CK358	CK376	0.6848560905581212	0.16440067762076585	True
