	clusters	baseline_props	mean_props_Control	mean_props_Ischaemic	p_values	comb	ctrl	ischaemic	adjusted_p_values	-log10(adjusted-p-value)	correct
162	Neuronal	0.013875	0.009930831521185101	0.0010918905300497895	0.08914492040666494	['CK374', 'CK365']	CK374	CK365	0.22922979533142412	0.639728933358142	True
163	Pericyte	0.0640859375	0.06661485888422357	0.0610157261850295	0.47699059724836856	['CK374', 'CK365']	CK374	CK365	0.6777981835841173	0.16889959935295118	True
164	Vsmcs	0.01571875	0.00768392131421892	0.033969099844385654	0.024115684845223216	['CK374', 'CK365']	CK374	CK365	0.09744705304804482	1.011231290095099	True
165	Adipocyte	0.003625204835667687	0.000105977108944468	0.0036960630343669787	0.10752371007298174	['CK374', 'CK371']	CK374	CK371	0.2661211824306298	0.5749205555628405	True
166	Cardiomyocyte	0.35350771418854154	0.4600605957945793	0.07767967635642783	8.064343501740532e-07	['CK374', 'CK371']	CK374	CK371	3.991850033361563e-05	4.398825782742114	True
167	Cycling cells	0.00722722072782364	0.006527510270908635	0.0914024907967279	1.5101988495796457e-05	['CK374', 'CK371']	CK374	CK371	0.00018688710763548115	3.728420657293669	True
168	Endothelial	0.17061651671149863	0.12891700734355369	0.17976441734793489	0.06234749149751586	['CK374', 'CK371']	CK374	CK371	0.17915777565369764	0.7467643382083823	True
169	Fibroblast	0.23921714126704388	0.222994319335036	0.29259425352876844	0.046452397870034384	['CK374', 'CK371']	CK374	CK371	0.15312571640490572	0.8149518664222035	True
170	Lymphoid	0.027672139257335436	0.013970949645992492	0.03909275038534539	0.052924401317707655	['CK374', 'CK371']	CK374	CK371	0.16121586862932485	0.7925922124132865	True
171	Mast	0.0037025013140401324	0.0008795994641702589	0.004614968763615147	0.18876640708146533	['CK374', 'CK371']	CK374	CK371	0.41995223148460825	0.37680010670323955	True
172	Myeloid	0.10280431623535231	0.06791146046436031	0.2531817643589934	6.04301703413725e-05	['CK374', 'CK371']	CK374	CK371	0.0005459392234945178	3.26285570229546	True
173	Neuronal	0.013789691741644251	0.01053712330069398	0.0019810240231489563	0.10361642755760435	['CK374', 'CK371']	CK374	CK371	0.2596968690684261	0.5855332862370907	True
174	Pericyte	0.0628111183254491	0.06585969483273876	0.030388396851693825	0.03717628450730387	['CK374', 'CK371']	CK374	CK371	0.1338346242262939	0.8734315161262398	True
175	Vsmcs	0.015026435395603376	0.008574689286362862	0.010556445802875968	0.400263077766085	['CK374', 'CK371']	CK374	CK371	0.6777981835841173	0.16889959935295118	True
176	Adipocyte	0.0035658569199910855	0.0	0.0003167080418265253	0.7189147622796713	['CK374', 'CK376']	CK374	CK376	0.7375394970537561	0.1322147171895453	True
177	Cardiomyocyte	0.36100321563882964	0.46067419469632165	0.016006837250920607	4.181950558634717e-06	['CK374', 'CK376']	CK374	CK376	7.527511005542491e-05	4.123348600857663	True
178	Cycling cells	0.004544875672577923	0.005622208375548787	0.08131372229996806	0.007660668509343806	['CK374', 'CK376']	CK374	CK376	0.03527470615930403	1.4525365952610514	True
179	Endothelial	0.17077111655894808	0.12073874422428996	0.2049817174992668	0.28923067305955696	['CK374', 'CK376']	CK374	CK376	0.5843640129162477	0.23331653721605403	True
180	Fibroblast	0.23786175936833392	0.22038661618189398	0.31666983300212936	0.14012046118143848	['CK374', 'CK376']	CK374	CK376	0.3263982507520567	0.48625217740213766	True
181	Lymphoid	0.027173740010824923	0.0127975763067525	0.02606281243680632	0.5392164583109512	['CK374', 'CK376']	CK374	CK376	0.6777981835841173	0.16889959935295118	True
182	Mast	0.0036136139323123947	0.0004866187250530203	0.0007956350402751294	0.7713337817135322	['CK374', 'CK376']	CK374	CK376	0.7761310355082052	0.11006494988364146	True
183	Myeloid	0.09843516189627177	0.06656786262360914	0.27756394125788986	0.0021051257071867664	['CK374', 'CK376']	CK374	CK376	0.011265267297918371	1.948258499045899	True
184	Neuronal	0.014159954153268171	0.008767993877716446	0.00569713334661512	0.7084773967012901	['CK374', 'CK376']	CK374	CK376	0.7306173153482054	0.13631003939064054	True
185	Pericyte	0.06383520646948326	0.06315055095983856	0.037061059881066075	0.4998471046901456	['CK374', 'CK376']	CK374	CK376	0.6777981835841173	0.16889959935295118	True
186	Vsmcs	0.01503549937915884	0.006774296165356143	0.004006941796257094	0.7431092962087941	['CK374', 'CK376']	CK374	CK376	0.7545417469196986	0.12231672678925852	True
187	Adipocyte	0.003505552418595897	0.00019212295869356383	0.0	0.6652776258117936	['CK374', 'CK372']	CK374	CK372	0.7158965756018214	0.14514971496837875	True
188	Cardiomyocyte	0.36002886002886003	0.4585842045374444	0.18248341149259797	0.00035037869223441745	['CK374', 'CK372']	CK374	CK372	0.0026216651009728525	2.5814227871268107	True
189	Cycling cells	0.005215195432586737	0.005526988578180502	0.06297129894556444	0.0019736949666481316	['CK374', 'CK372']	CK374	CK372	0.010855322316564723	1.9643572769329776	True
190	Endothelial	0.1721641884685363	0.13169407215253448	0.24242460205727118	0.021633028388861365	['CK374', 'CK372']	CK374	CK372	0.08923624210405313	1.049458726911695	True
191	Fibroblast	0.23769527573875399	0.22602344144003916	0.2621697682056875	0.4083185272514748	['CK374', 'CK372']	CK374	CK372	0.6777981835841173	0.16889959935295118	True
192	Lymphoid	0.027024907459690068	0.012676135422153883	0.020778788657974615	0.47856831091703184	['CK374', 'CK372']	CK374	CK372	0.6777981835841173	0.16889959935295118	True
193	Mast	0.0036310308049438485	0.0006583255630800663	0.0027938501579965287	0.548611015892831	['CK374', 'CK372']	CK374	CK372	0.6831759820552236	0.16546741024094275	True
194	Myeloid	0.09770845096932053	0.06633565479895136	0.14090658448815002	0.03353026105211789	['CK374', 'CK372']	CK374	CK372	0.12359336584725551	0.9080048403576759	False
195	Neuronal	0.0139908400777966	0.009486143340640954	0.003225411181018536	0.39249411456092415	['CK374', 'CK372']	CK374	CK372	0.6777981835841173	0.16889959935295118	True
196	Pericyte	0.06404887383148253	0.06489072456821425	0.058381091498726105	0.6233333479230997	['CK374', 'CK372']	CK374	CK372	0.6971554054790712	0.15667040092775422	True
197	Vsmcs	0.014986824769433466	0.007561053811570737	0.0074153184641036	0.663887231302541	['CK374', 'CK372']	CK374	CK372	0.7158965756018214	0.14514971496837875	True
